coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus_est,Potassium,Organic_C,Soil_Type
34.2400_-1.6400,34.24,-1.64,16.86,53.22,299.3,7.7,8.9,4.45,12.16,6.9,Clay
34.2400_-1.5600,34.24,-1.56,16.8,52.29,295.3,7.7,8.2,4.1,13.2,8.2,Clay
34.2400_-1.4800,34.24,-1.48,16.4,53.03,334.3,7.6,8.9,4.45,12.8,8.3,Clay
34.2400_-1.4000,34.24,-1.4,16.09,53.3,331.5,7.7,8,4,12.96,8.6,Clay
34.2400_-1.3200,34.24,-1.32,16.09,53.3,331.5,7.7,8.4,4.2,12.96,8.3,Clay
34.2400_-1.2400,34.24,-1.24,15.97,52.85,341,7.6,8.6,4.3,13.04,8.9,Clay
34.2400_-1.1600,34.24,-1.16,15.82,52.64,356.2,7.6,8.2,4.1,12.4,9.1,Clay
34.2400_-1.0800,34.24,-1.08,15.82,52.64,356.2,7.6,8.6,4.3,12.88,8.8,Clay
34.2400_-1.0000,34.24,-1,15.79,52.77,372.2,7.6,9.3,4.65,12.96,7.8,Clay
34.2400_-0.9200,34.24,-0.92,15.92,52.51,355.2,7.8,8.4,4.2,11.84,8.8,Clay
34.2400_-0.8400,34.24,-0.84,16,52.48,339.1,7.9,8.2,4.1,11.36,7.4,Clay
34.2400_-0.7600,34.24,-0.76,16,52.48,339.1,7.9,6.8,3.4,10.4,6.9,Clay
34.2400_-0.6800,34.24,-0.68,16.13,52.53,346.9,8,7.2,3.6,10.72,7.8,Clay
34.2400_-0.6000,34.24,-0.6,16.3,52.61,312.3,8,6.8,3.4,10.56,10.3,Clay
34.2400_-0.5200,34.24,-0.52,16.3,52.61,312.3,8,7.1,3.55,11.44,8.5,Clay
34.2400_-0.4400,34.24,-0.44,16.47,52.23,287.6,8.1,7.7,3.85,11.44,9.9,Silt
34.2400_-0.3600,34.24,-0.36,16.57,52.21,304.7,8.1,7.3,3.65,11.04,7.6,Clay
34.2400_-0.2800,34.24,-0.28,16.61,52.98,320.3,8,7.2,3.6,11.76,7,Clay
34.2400_-0.2000,34.24,-0.2,16.61,52.98,320.3,8,7.3,3.65,12,7.4,Clay
34.2400_-0.1200,34.24,-0.12,16.58,53.62,321,8.1,6.7,3.35,11.2,7.2,Clay
34.2400_-0.0400,34.24,-0.04,16.56,53.07,321.5,8.1,6.9,3.45,11.04,7,Silt
34.2400_0.0400,34.24,0.04,16.56,53.07,321.5,8.1,6.6,3.3,11.28,7.6,Clay
34.2400_0.1200,34.24,0.12,16.47,53.98,329.7,8.1,6.5,3.25,12.16,8.4,Clay
34.2400_0.2000,34.24,0.2,16.61,53.32,340.6,8.1,6.8,3.4,11.04,8.3,Clay
34.2400_0.2800,34.24,0.28,16.61,53.32,340.6,8.1,7.1,3.55,10.08,16.7,Clay
34.2400_0.3600,34.24,0.36,16.72,53.4,323.6,8.1,7.1,3.55,9.84,10.4,Clay
34.2400_0.4400,34.24,0.44,16.88,52.83,323.3,8.1,7.2,3.6,11.84,15.3,Clay
34.2400_0.5200,34.24,0.52,16.88,52.67,336.4,8.1,7.3,3.65,11.04,7.6,Clay
34.2400_0.6000,34.24,0.6,16.88,52.67,336.4,8,7.5,3.75,13.2,10.8,Clay
34.2400_0.6800,34.24,0.68,16.86,52.96,329.4,8,7.2,3.6,11.92,12.1,Clay
34.2400_0.7600,34.24,0.76,16.92,51.83,334.1,7.9,8,4,11.2,9,Clay
34.2400_0.8400,34.24,0.84,16.92,51.83,334.1,7.9,8.4,4.2,11.92,9.7,Clay
34.2400_0.9200,34.24,0.92,16.89,51.67,315.2,8,6.6,3.3,10.96,8,Clay
34.2400_1.0000,34.24,1,16.61,52.83,341.8,8,7.5,3.75,11.36,11.1,Clay
34.2400_1.0800,34.24,1.08,16.58,51.4,348.2,8,6.7,3.35,11.2,11.7,Clay
34.2400_1.1600,34.24,1.16,16.58,51.4,348.2,8,7.6,3.8,11.28,8.3,Clay
34.2400_1.2400,34.24,1.24,16.64,50.35,358.3,8,8.2,4.1,11.36,8.1,Clay
34.2400_1.3200,34.24,1.32,16.72,49.43,356,8,6.7,3.35,10.4,8.7,Clay
34.2400_1.4000,34.24,1.4,16.72,49.43,356,8.1,7.3,3.65,11.2,8.4,Clay
34.2400_1.4800,34.24,1.48,16.58,49.73,371.7,8,7.5,3.75,10.96,10,Clay
34.2400_1.5600,34.24,1.56,16.38,49.67,375.6,8.1,7.3,3.65,11.52,9.3,Clay
34.2400_1.6400,34.24,1.64,16.26,49.74,384.1,8,8.2,4.1,12.8,8.3,Clay
34.2400_1.7200,34.24,1.72,16.26,49.74,384.1,7.8,13.3,6.65,13.44,9,Clay
34.2400_1.8000,34.24,1.8,16.33,49.99,390.9,8,7.3,3.65,11.52,7.7,Clay
34.2400_1.8800,34.24,1.88,16.38,48.87,405.2,8,8.1,4.05,10.88,8.1,Clay
34.2400_1.9600,34.24,1.96,16.38,48.87,405.2,7.8,8.1,4.05,11.84,9.7,Clay
34.2400_2.0400,34.24,2.04,16.15,48.82,445.6,7.9,8.3,4.15,11.92,8.4,Clay
34.2400_2.1200,34.24,2.12,15.56,51.72,473.8,7.9,8,4,13.36,10.2,Clay
34.2400_2.2000,34.24,2.2,15.56,51.72,473.8,7.7,8,4,12.64,10.2,Clay
34.2400_2.2800,34.24,2.28,15.3,51,471.1,7.8,9,4.5,13.84,10.1,Clay
34.2400_2.3600,34.24,2.36,15.48,50.76,476.4,7.8,10,5,13.44,9.2,Clay
34.2400_2.4400,34.24,2.44,15.83,50.48,440.5,8,8.1,4.05,11.76,8.5,Clay
34.2400_2.5200,34.24,2.52,15.83,50.48,440.5,8.1,6.5,3.25,10.88,8.2,Clay
34.2400_2.6000,34.24,2.6,16.01,50.9,365.7,8,7.1,3.55,11.6,10.6,Clay
34.2400_2.6800,34.24,2.68,16.11,50.7,348.8,8,8,4,11.36,8.5,Clay
34.2400_2.7600,34.24,2.76,16.11,50.7,348.8,8.1,8.1,4.05,12.08,8.6,Clay
34.2400_2.8400,34.24,2.84,16.38,49.54,353.2,8,6.8,3.4,11.2,9.2,Clay
34.2400_2.9200,34.24,2.92,16.82,49.28,358,8.1,6.2,3.1,11.04,8.7,Clay
34.2400_3.0000,34.24,3,17.31,48.02,319.1,8.1,6.1,3.05,11.92,7.2,Clay
34.2400_3.0800,34.24,3.08,17.31,48.02,319.1,8.1,7,3.5,11.44,7.8,Silt
34.2400_3.1600,34.24,3.16,17.69,46.93,292.3,8.2,6.8,3.4,13.04,8.5,Clay
34.2400_3.2400,34.24,3.24,17.96,47.91,295.6,8.2,5.7,2.85,10.72,9.7,Sandy
34.2400_3.3200,34.24,3.32,17.96,47.91,295.6,8.1,5.3,2.65,12.48,6.3,Loamy
34.2400_3.4000,34.24,3.4,18.19,47.67,295.7,8.1,5.3,2.65,10.96,6.6,Silt
34.2400_3.4800,34.24,3.48,18.2,47.86,287.7,8.2,5.2,2.6,12.56,8.9,Loamy
34.2400_3.5600,34.24,3.56,18.62,46.7,293.6,8.2,5.1,2.55,10.56,6.7,Loamy
34.2400_3.6400,34.24,3.64,17.89,47.71,321.8,8.2,5.1,2.55,9.84,6.7,Sandy
34.2400_3.7200,34.24,3.72,18.5,45.26,334.7,8.1,6.9,3.45,9.84,8.6,Sandy
34.2400_3.8000,34.24,3.8,18.34,46,316.3,8.2,8.1,4.05,9.12,8.9,Sandy
34.2400_3.8800,34.24,3.88,19.16,43.95,296.4,8.2,5.7,2.85,8.8,7.4,Clay
34.2400_3.9600,34.24,3.96,19.76,43.58,277.4,8.2,5.5,2.75,9.04,6.3,Sandy
34.2400_4.0400,34.24,4.04,20.61,43.6,239.6,8.2,5.3,2.65,8.56,6.5,Loamy
34.2400_4.1200,34.24,4.12,20.61,43.6,239.6,8.3,7.6,3.8,7.84,6,Loamy
34.2400_4.2000,34.24,4.2,20.87,43.42,243.6,8.3,5.3,2.65,9.04,6.3,Silt
34.2400_4.2800,34.24,4.28,20.91,44.21,210.3,8.3,5.3,2.65,9.12,8.1,Silt
34.2400_4.3600,34.24,4.36,21.21,43.79,187.3,8.3,5,2.5,8.72,5.3,Silt
34.2400_4.4400,34.24,4.44,21.21,43.79,187.3,8.3,5.9,2.95,9.04,5.7,Silt
34.2400_4.5200,34.24,4.52,21.44,43.77,165.1,8.3,4.7,2.35,9.84,4.9,Silt
34.2400_4.6000,34.24,4.6,21.57,43.64,171.6,8.3,4.5,2.25,10.24,5.5,Silt
34.2400_4.6800,34.24,4.68,21.57,43.64,171.6,8.2,4.9,2.45,10.08,5.8,Silt
34.2400_4.7600,34.24,4.76,21.69,43.27,192,8.3,4.3,2.15,9.36,4.9,Silt
34.2400_4.8400,34.24,4.84,21.77,43.21,176.3,8.3,4.9,2.45,9.68,7.3,Sandy
34.2400_4.9200,34.24,4.92,21.91,43.16,177.8,8.2,4.7,2.35,9.12,6.7,Loamy
34.2400_5.0000,34.24,5,21.91,43.16,177.8,8.2,4.1,2.05,10.08,6.2,Sandy
34.2400_5.0800,34.24,5.08,22.08,43.12,174.4,8.3,4.1,2.05,9.44,5.5,Silt
34.2400_5.1600,34.24,5.16,22.24,42.99,179.5,8.3,4.1,2.05,11.12,5,Silt
34.2400_5.2400,34.24,5.24,22.24,42.99,179.5,8.3,4.2,2.1,10.88,5.2,Silt
34.2400_5.3200,34.24,5.32,22.44,42.96,170,8.3,4.2,2.1,10.16,4,Silt
34.2400_5.4000,34.24,5.4,22.6,42.99,158.9,8.3,4.9,2.45,9.84,3.9,Silt
34.2400_5.4800,34.24,5.48,22.72,42.93,154,8.3,5.3,2.65,9.36,4.6,Silt
34.2400_5.5600,34.24,5.56,22.67,43.33,169.3,8.3,5.3,2.65,10.08,4.3,Silt
34.2400_5.6400,34.24,5.64,22.83,43.3,176.3,8.2,8.2,4.1,10.08,5.4,Silt
34.2400_5.7200,34.24,5.72,23.06,43.09,169.3,8.2,7.6,3.8,9.84,4.5,Silt
34.2400_5.8000,34.24,5.8,23.06,43.09,169.3,8.2,9.2,4.6,9.36,3.9,Silt
34.2400_5.8800,34.24,5.88,23.3,42.66,144.4,8.2,9.6,4.8,8.8,6.1,Silt
34.2400_5.9600,34.24,5.96,23.38,42.73,159.4,8.1,9.3,4.65,9.52,9,Clay
34.2400_6.0400,34.24,6.04,23.38,42.73,159.4,8.1,14.1,7.05,12.08,14.3,Clay
34.2400_6.1200,34.24,6.12,23.48,43.07,144.8,0,0,0,0,0,Unknown
34.2400_6.2000,34.24,6.2,23.58,42.81,161.6,0,0,0,0,0,Unknown
34.2400_6.2800,34.24,6.28,23.58,42.81,161.6,0,0,0,0,0,Unknown
34.2400_6.3600,34.24,6.36,23.69,42.74,186.6,0,0,0,0,0,Unknown
34.2400_6.4400,34.24,6.44,23.69,42.93,177.1,8.1,17.3,8.65,15.92,24.8,Silt
34.2400_6.5200,34.24,6.52,23.63,43.17,157.3,8.1,17,8.5,19.44,17.7,Silt
34.2400_6.6000,34.24,6.6,23.63,43.17,157.3,8.2,17,8.5,17.2,18.7,Clay
34.2400_6.6800,34.24,6.68,23.48,43.79,146.6,8.1,12.6,6.3,16.64,18.7,Silt
34.2400_6.7600,34.24,6.76,23.27,44.21,139.3,8.1,10.6,5.3,16.48,13.9,Clay
34.2400_6.8400,34.24,6.84,23.11,45.2,122.9,8.1,11.6,5.8,16.48,13.6,Silt
34.2400_6.9200,34.24,6.92,23.08,44.58,133.3,8.1,10.5,5.25,15.36,15.5,Silt
34.2400_7.0000,34.24,7,22.87,45.22,131.2,8.1,10.1,5.05,15.44,12.9,Silt
34.2400_7.0800,34.24,7.08,22.63,45.36,124.8,8.1,5.3,2.65,8.96,6.6,Clay
34.2400_7.1600,34.24,7.16,22.63,45.36,124.8,8.2,5.3,2.65,8.96,5.9,Silt
34.2400_7.2400,34.24,7.24,22.56,45.69,126.5,8.2,5.8,2.9,9.12,8.3,Silt
34.2400_7.3200,34.24,7.32,22.44,46.55,136.3,8.2,5.8,2.9,8.16,6.4,Silt
34.2400_7.4000,34.24,7.4,22.31,47.03,130.4,8.2,5,2.5,8.64,4.4,Silt
34.2400_7.4800,34.24,7.48,22.49,46.01,123.8,8.2,5.2,2.6,8.72,5.1,Sandy
34.2400_7.5600,34.24,7.56,22.71,45.26,120.4,8.2,5.1,2.55,9.04,6.1,Clay
34.2400_7.6400,34.24,7.64,22.89,46.39,144.8,8.2,5.2,2.6,9.2,5.4,Clay
34.2400_7.7200,34.24,7.72,22.93,44.3,134.9,8.2,6,3,10.24,8.4,Silt
34.2400_7.8000,34.24,7.8,22.8,44.53,178,8.2,4.9,2.45,8.96,5.7,Silt
34.2400_7.8800,34.24,7.88,22.62,44.84,202.4,8.1,5,2.5,9.04,4.2,Sandy
34.2400_7.9600,34.24,7.96,23.02,45.79,178.6,8.2,5.6,2.8,8.4,6.4,Clay
34.2400_8.0400,34.24,8.04,22.54,45.21,169.5,8.2,6.5,3.25,8,6.7,Silt
34.2400_8.1200,34.24,8.12,22.13,46.17,177.3,8.2,4.9,2.45,9.68,4.9,Clay
34.2400_8.2000,34.24,8.2,22.21,47.71,169.4,8.2,4.9,2.45,9.76,5.9,Clay
34.2400_8.2800,34.24,8.28,21.65,47.76,202.6,8.2,4.9,2.45,10.48,5,Sandy
34.2400_8.3600,34.24,8.36,21.4,49.13,219.9,8.3,4.5,2.25,10.88,4.5,Silt
34.2400_8.4400,34.24,8.44,21.22,50.16,171.4,8.3,4.8,2.4,9.84,4.4,Silt
34.2400_8.5200,34.24,8.52,21.22,50.16,171.4,8.3,5.3,2.65,10.88,7.3,Silt
34.2400_8.6000,34.24,8.6,21.06,51.08,178.9,8.3,6,3,9.52,6.5,Clay
34.2400_8.6800,34.24,8.68,20.88,51.46,183.8,8.3,5.2,2.6,10.48,6.4,Sandy
34.3200_-2.2000,34.32,-2.2,16.37,55.52,397.7,7.7,9.4,4.7,13.44,12.8,Clay
34.3200_-2.1200,34.32,-2.12,16.37,55.52,397.7,7.8,9.1,4.55,13.76,10.4,Clay
34.3200_-2.0400,34.32,-2.04,16.11,55.27,367.2,7.6,8.3,4.15,12.4,9.1,Silt
34.3200_-1.9600,34.32,-1.96,14.62,56.58,321.3,7.7,8.5,4.25,12.16,12.5,Clay
34.3200_-1.8800,34.32,-1.88,16.06,56.84,321.3,7.7,9.2,4.6,12.4,8.8,Clay
34.3200_-1.8000,34.32,-1.8,16.31,54.99,296.4,7.7,9.1,4.55,12.8,7.4,Clay
34.3200_-1.7200,34.32,-1.72,16.59,52.41,321.7,7.7,8.5,4.25,12.56,8.3,Clay
34.3200_-1.6400,34.32,-1.64,16.59,52.41,321.7,7.8,8,4,13.04,7.6,Clay
34.3200_-1.5600,34.32,-1.56,16.53,52.31,331.6,7.7,8.2,4.1,12.16,7.8,Clay
34.3200_-1.4800,34.32,-1.48,16.33,52.98,321.9,7.7,9.3,4.65,12.32,8.2,Clay
34.3200_-1.4000,34.32,-1.4,16.16,53.63,294.8,7.7,8.5,4.25,12.88,8.1,Clay
34.3200_-1.3200,34.32,-1.32,16.16,53.63,294.8,7.6,8.2,4.1,13.36,8.3,Clay
34.3200_-1.2400,34.32,-1.24,16.1,53.27,313.6,7.7,8.4,4.2,12.08,8.9,Clay
34.3200_-1.1600,34.32,-1.16,16.02,52.9,345.1,7.7,8.3,4.15,12.72,9.1,Clay
34.3200_-1.0800,34.32,-1.08,16.02,52.9,345.1,7.7,8.5,4.25,12.72,8,Clay
34.3200_-1.0000,34.32,-1,15.97,52.98,373.5,7.7,9.6,4.8,12.88,8.7,Clay
34.3200_-0.9200,34.32,-0.92,15.98,52.92,357.6,7.7,8.5,4.25,13.04,9.2,Clay
34.3200_-0.8400,34.32,-0.84,15.97,52.94,341.8,7.8,8.4,4.2,12.24,7.7,Clay
34.3200_-0.7600,34.32,-0.76,15.97,52.94,341.8,7.9,7.1,3.55,11.44,8,Clay
34.3200_-0.6800,34.32,-0.68,16.03,52.98,347,7.9,7,3.5,10.64,10.1,Clay
34.3200_-0.6000,34.32,-0.6,16.15,52.8,351.3,8,7.2,3.6,11.44,8.1,Clay
34.3200_-0.5200,34.32,-0.52,16.15,52.8,351.3,8,7,3.5,11.2,7.5,Clay
34.3200_-0.4400,34.32,-0.44,16.19,52.86,379,8,6.9,3.45,12.4,7.4,Clay
34.3200_-0.3600,34.32,-0.36,16.25,52.92,328.9,8,6.9,3.45,11.04,9.5,Clay
34.3200_-0.2800,34.32,-0.28,16.39,53.31,316.8,8.1,6.9,3.45,11.36,7.4,Clay
34.3200_-0.2000,34.32,-0.2,16.39,53.31,316.8,8.1,6.7,3.35,11.44,6.9,Silt
34.3200_-0.1200,34.32,-0.12,16.54,53.3,308.9,8.1,7.2,3.6,11.92,9.8,Clay
34.3200_-0.0400,34.32,-0.04,16.56,53.05,322.2,8,6.6,3.3,12.08,7.8,Clay
34.3200_0.0400,34.32,0.04,16.56,53.05,322.2,8,8,4,11.92,7.6,Clay
34.3200_0.1200,34.32,0.12,16.39,54.41,340.6,8,6.8,3.4,10.88,10.5,Clay
34.3200_0.2000,34.32,0.2,16.47,53.42,310.6,8,7,3.5,11.84,9.9,Clay
34.3200_0.2800,34.32,0.28,16.47,53.42,310.6,7.9,7.1,3.55,11.44,9.5,Clay
34.3200_0.3600,34.32,0.36,16.61,52.73,310,7.9,7.2,3.6,11.36,11.2,Clay
34.3200_0.4400,34.32,0.44,16.57,53.87,301.1,7.9,7.2,3.6,11.44,10.5,Clay
34.3200_0.5200,34.32,0.52,16.68,53.16,335.6,8,7,3.5,10.08,10.6,Clay
34.3200_0.6000,34.32,0.6,16.68,53.16,335.6,7.9,7.6,3.8,11.76,9.9,Clay
34.3200_0.6800,34.32,0.68,16.77,53.27,323.8,7.9,7.6,3.8,13.04,7.8,Clay
34.3200_0.7600,34.32,0.76,17.02,52.39,314,8,6.9,3.45,11.12,18.4,Clay
34.3200_0.8400,34.32,0.84,17.02,52.39,314,8,7,3.5,11.12,17,Clay
34.3200_0.9200,34.32,0.92,17.12,52.02,348.3,8,7.6,3.8,11.84,14.8,Clay
34.3200_1.0000,34.32,1,16.9,52.23,360.4,8,7.6,3.8,10.88,19.7,Clay
34.3200_1.0800,34.32,1.08,16.66,51.34,371.2,7.9,7.7,3.85,12.96,10.4,Clay
34.3200_1.1600,34.32,1.16,16.66,51.34,371.2,8,7.9,3.95,10.96,10.1,Clay
34.3200_1.2400,34.32,1.24,16.64,50.61,331.7,7.9,7.6,3.8,11.04,11.5,Clay
34.3200_1.3200,34.32,1.32,16.71,50.38,338.4,8,7.3,3.65,11.2,9,Clay
34.3200_1.4000,34.32,1.4,16.71,50.38,338.4,8,7.7,3.85,11.12,8.4,Clay
34.3200_1.4800,34.32,1.48,16.69,50.28,351.1,8,7.4,3.7,11.36,9.2,Clay
34.3200_1.5600,34.32,1.56,16.55,49.79,402,8,7.9,3.95,12,9.2,Clay
34.3200_1.6400,34.32,1.64,16.31,50.06,403.8,7.9,8.1,4.05,13.36,9.6,Clay
34.3200_1.7200,34.32,1.72,16.31,50.06,403.8,8.1,7.1,3.55,12.08,8.7,Clay
34.3200_1.8000,34.32,1.8,16.3,50.54,423.4,8,7.9,3.95,12.56,9.1,Clay
34.3200_1.8800,34.32,1.88,16.46,50.78,400.1,8,7.9,3.95,11.52,9.2,Clay
34.3200_1.9600,34.32,1.96,16.46,50.78,400.1,8,6.9,3.45,10.72,8.7,Clay
34.3200_2.0400,34.32,2.04,16.52,48.8,414.2,8,7.7,3.85,12,9.2,Clay
34.3200_2.1200,34.32,2.12,16.3,49.93,442.5,8,6.8,3.4,11.76,10.2,Clay
34.3200_2.2000,34.32,2.2,15.64,51.73,473.8,7.8,8.1,4.05,12.48,10.6,Clay
34.3200_2.2800,34.32,2.28,16.18,49.55,446.8,7.9,8.4,4.2,12.32,8.7,Clay
34.3200_2.3600,34.32,2.36,16.09,50.07,439.3,8,7.4,3.7,12.08,8.5,Clay
34.3200_2.4400,34.32,2.44,16.15,50.79,454.6,7.9,7.4,3.7,10.96,8.5,Clay
34.3200_2.5200,34.32,2.52,16.15,50.79,454.6,8,6.5,3.25,11.92,7.6,Clay
34.3200_2.6000,34.32,2.6,16.09,51.24,383.8,8,7.7,3.85,11.84,10.3,Clay
34.3200_2.7600,34.32,2.76,15.99,50.8,351.7,8,7.7,3.85,12.8,7.8,Silt
34.3200_2.8400,34.32,2.84,15.89,50.81,358.8,8.1,7.5,3.75,11.68,11,Clay
34.3200_2.9200,34.32,2.92,16.07,50.54,362.7,8.1,6.9,3.45,11.2,10,Clay
34.3200_3.0000,34.32,3,16.5,49.72,374.4,8.1,6.9,3.45,11.84,8.7,Clay
34.3200_3.1600,34.32,3.16,16.96,48.48,330.7,8.2,5.9,2.95,11.84,7.8,Clay
34.3200_3.2400,34.32,3.24,17.42,48.27,345.6,8.1,7.2,3.6,11.44,9.1,Clay
34.3200_3.3200,34.32,3.32,16.68,48.09,345.6,8.1,6.9,3.45,11.12,10.4,Sandy
34.3200_3.4000,34.32,3.4,17.89,48.05,310.9,8.2,5.5,2.75,10.8,7.2,Clay
34.3200_3.4800,34.32,3.48,17.97,48.28,273.6,8.2,6.5,3.25,10.4,7.4,Sandy
34.3200_3.5600,34.32,3.56,17.97,48.28,273.6,8.2,6.2,3.1,11.28,6,Loamy
34.3200_3.6400,34.32,3.64,17.32,48.51,315.3,8.1,6.3,3.15,11.44,8.1,Sandy
34.3200_3.7200,34.32,3.72,16.47,49.96,356,8.1,6.9,3.45,10.96,8.9,Clay
34.3200_3.8000,34.32,3.8,16.81,49.63,353.3,8.1,6.9,3.45,11.2,8.7,Sandy
34.3200_3.8800,34.32,3.88,18.77,46.13,316.3,8.2,6.6,3.3,9.68,9.4,Sandy
34.3200_3.9600,34.32,3.96,19.24,46.52,314.2,8.2,5.2,2.6,9.28,6.6,Clay
34.3200_4.0400,34.32,4.04,20.1,43.38,245.9,8.2,5.9,2.95,9.04,7.3,Sandy
34.3200_4.1200,34.32,4.12,20.1,43.38,245.9,8.2,5.1,2.55,8.56,7,Loamy
34.3200_4.2000,34.32,4.2,20.73,43.3,230.7,8.2,7.9,3.95,8.48,7,Sandy
34.3200_4.2800,34.32,4.28,20.86,44.12,223.8,8.3,5.6,2.8,8.96,4.6,Silt
34.3200_4.3600,34.32,4.36,21.05,44.2,207.5,8.3,5.3,2.65,11.04,4.6,Silt
34.3200_4.4400,34.32,4.44,21.05,44.2,207.5,8.3,4.9,2.45,10,5,Silt
34.3200_4.5200,34.32,4.52,21.34,43.99,188.7,8.3,4.8,2.4,9.44,4.4,Silt
34.3200_4.6000,34.32,4.6,21.6,43.86,187.3,8.2,4.4,2.2,9.68,6.1,Silt
34.3200_4.6800,34.32,4.68,21.6,43.86,187.3,8.3,4.4,2.2,10.32,4.1,Sandy
34.3200_4.7600,34.32,4.76,21.82,43.65,177.6,8.2,4.4,2.2,10.08,7.8,Silt
34.3200_4.8400,34.32,4.84,21.93,43.54,171.1,8.2,4.6,2.3,10,6.9,Sandy
34.3200_4.9200,34.32,4.92,22.09,43.28,187.4,8.2,4.9,2.45,10,5.4,Silt
34.3200_5.0000,34.32,5,22.09,43.28,187.4,8.3,4.6,2.3,9.76,7.1,Silt
34.3200_5.0800,34.32,5.08,22.16,43.35,192.5,8.3,4,2,11.36,4,Sandy
34.3200_5.1600,34.32,5.16,22.24,43.37,174.5,8.3,7.9,3.95,9.6,5.5,Sandy
34.3200_5.2400,34.32,5.24,22.24,43.37,174.5,8.3,4.4,2.2,8.56,5,Loamy
34.3200_5.3200,34.32,5.32,22.38,43.32,196.7,8.2,4.6,2.3,8.88,5.9,Silt
34.3200_5.4000,34.32,5.4,22.53,43.48,177.5,8.3,7.4,3.7,9.76,5,Clay
34.3200_5.4800,34.32,5.48,22.53,43.48,177.5,8.3,8.2,4.1,9.12,6.9,Silt
34.3200_5.5600,34.32,5.56,22.65,43.63,189.9,8.3,8.2,4.1,9.36,6.9,Silt
34.3200_5.6400,34.32,5.64,22.86,43.52,196,8.3,7.7,3.85,10,6.4,Silt
34.3200_5.7200,34.32,5.72,23.05,43.52,174.1,8.2,8.3,4.15,9.92,5.1,Silt
34.3200_5.8000,34.32,5.8,23.05,43.52,174.1,8.2,8.8,4.4,9.36,4.7,Silt
34.3200_5.8800,34.32,5.88,23.2,43.38,180.5,8.2,7.8,3.9,8.96,4.6,Silt
34.3200_5.9600,34.32,5.96,23.35,43.29,152.1,8.2,8.9,4.45,8,4.4,Silt
34.3200_6.0400,34.32,6.04,23.35,43.29,152.1,8.1,9.7,4.85,14.64,14.1,Silt
34.3200_6.1200,34.32,6.12,23.65,42.92,126.1,8.2,15.7,7.85,16.64,20.1,Clay
34.3200_6.2000,34.32,6.2,23.76,42.97,141.3,0,0,0,0,0,Unknown
34.3200_6.2800,34.32,6.28,23.68,43.17,156.7,0,0,0,0,0,Unknown
34.3200_6.3600,34.32,6.36,23.68,43.17,156.7,8.2,16,8,16.88,13.4,Silt
34.3200_6.4400,34.32,6.44,23.58,43.21,205.2,8.1,17,8.5,17.2,14.8,Clay
34.3200_6.5200,34.32,6.52,23.41,43.77,172.2,8.1,12.6,6.3,17.04,15.4,Silt
34.3200_6.6000,34.32,6.6,23.41,43.77,172.2,8.1,13.4,6.7,17.12,14.5,Silt
34.3200_6.6800,34.32,6.68,23.14,44.55,154.1,8.1,13.7,6.85,17.36,20.1,Silt
34.3200_6.7600,34.32,6.76,23.26,44.63,142.1,8.1,10.6,5.3,15.76,12.8,Silt
34.3200_6.8400,34.32,6.84,23.26,44.63,142.1,8.1,13.5,6.75,16.08,14.6,Silt
34.3200_6.9200,34.32,6.92,23.16,44.61,133.8,8.1,9.8,4.9,15.6,15.1,Silt
34.3200_7.0000,34.32,7,22.91,44.81,123.9,8.1,5.2,2.6,9.76,6.3,Silt
34.3200_7.0800,34.32,7.08,22.69,45.14,127.2,8.2,5.3,2.65,9.6,5.4,Silt
34.3200_7.1600,34.32,7.16,22.69,45.14,127.2,8.1,5,2.5,9.2,5.5,Silt
34.3200_7.2400,34.32,7.24,22.57,45.26,146.5,8.2,5.4,2.7,8.8,5.7,Silt
34.3200_7.3200,34.32,7.32,22.51,45.66,134.9,8.2,5.2,2.6,10.08,4.9,Silt
34.3200_7.4000,34.32,7.4,22.51,45.66,134.9,8.2,4.8,2.4,9.52,4.5,Loamy
34.3200_7.4800,34.32,7.48,22.61,45,140.9,8.2,4.6,2.3,9.28,5.3,Silt
34.3200_7.5600,34.32,7.56,22.53,44.83,126.8,8.2,4.6,2.3,9.04,5.2,Silt
34.3200_7.6400,34.32,7.64,22.19,45.05,162.1,8.2,6.6,3.3,8.96,4.5,Loamy
34.3200_7.7200,34.32,7.72,22.89,45.24,162.1,8.2,6.4,3.2,9.2,5.2,Clay
34.3200_7.8000,34.32,7.8,22.57,44.47,178,8.2,5.2,2.6,8.8,4.8,Clay
34.3200_7.8800,34.32,7.88,22.16,44.75,202.4,8.2,5.4,2.7,9.28,4.5,Sandy
34.3200_7.9600,34.32,7.96,21.55,46.34,208.8,8.2,7,3.5,11.44,7.7,Sandy
34.3200_8.0400,34.32,8.04,22.46,45.19,169.5,8.3,7.5,3.75,11.52,7.7,Sandy
34.3200_8.1200,34.32,8.12,22.39,46.22,177.3,8.2,7,3.5,11.68,7.3,Sandy
34.3200_8.2000,34.32,8.2,21.84,47.81,202.6,8.2,6.4,3.2,11.44,6.4,Sandy
34.3200_8.2800,34.32,8.28,21.52,47.73,202.6,8.2,5.3,2.65,11.04,6,Clay
34.3200_8.3600,34.32,8.36,21.02,48.85,199.8,8.3,5.5,2.75,10.72,6.9,Loamy
34.3200_8.4400,34.32,8.44,20.98,49.97,164.5,8.3,5.4,2.7,9.76,5.1,Sandy
